enrollee_id,city,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,target
11239,city_45,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,0.0
25798,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,0.0
4522,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,0.0
6318,city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,0.0
23112,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
7981,city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,0.0
16354,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,0.0
31179,city_33,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,0.0
3184,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1.0
15148,city_55,Male,Has relevent experience,Part time course,Graduate,STEM,12,100-500,Pvt Ltd,0.0
19073,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,0.0
32410,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,0.0
21020,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
14020,city_1,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,0.0
5470,city_53,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,0.0
7049,city_16,Male,No relevent experience,Part time course,Graduate,STEM,7,50-99,Pvt Ltd,0.0
9737,city_103,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,500-999,Pvt Ltd,1.0
9448,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,0.0
5102,city_103,Male,No relevent experience,no_enrollment,Graduate,Humanities,5,10000+,Public Sector,0.0
30309,city_149,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Funded Startup,0.0
26460,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,<10,Pvt Ltd,0.0
33079,city_83,Male,Has relevent experience,Full time course,Graduate,STEM,11,1000-4999,Pvt Ltd,0.0
8200,city_36,Male,No relevent experience,no_enrollment,Masters,STEM,4,100-500,NGO,0.0
2473,city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,NGO,0.0
30112,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,0.0
17152,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,0.0
30986,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Early Stage Startup,0.0
16730,city_36,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,<10,Pvt Ltd,0.0
4290,city_57,Male,No relevent experience,Part time course,Masters,STEM,>20,100-500,Public Sector,0.0
25588,city_165,Male,No relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,0.0
5996,city_16,Male,No relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,0.0
26775,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
6577,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Public Sector,0.0
18548,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,6,<10,Early Stage Startup,0.0
27882,city_10,Male,Has relevent experience,no_enrollment,Masters,STEM,3,10/49,Funded Startup,0.0
3303,city_103,Male,Has relevent experience,no_enrollment,Graduate,No Major,2,<10,Funded Startup,0.0
29016,city_21,Male,No relevent experience,no_enrollment,Masters,STEM,2,100-500,Pvt Ltd,0.0
8611,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,1.0
1063,city_136,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,0.0
13551,city_73,Male,Has relevent experience,Part time course,Graduate,STEM,7,10/49,Pvt Ltd,1.0
7059,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,0.0
27678,city_103,Male,Has relevent experience,Part time course,Graduate,STEM,3,10000+,Pvt Ltd,0.0
562,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,5000-9999,Pvt Ltd,0.0
15038,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,0.0
17656,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
21545,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1.0
19193,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,0.0
33127,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,0.0
33015,city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Pvt Ltd,0.0
15181,city_41,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,0.0
16040,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,0.0
28374,city_76,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10/49,Pvt Ltd,0.0
3301,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
30716,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10/49,Funded Startup,0.0
5515,city_75,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,0.0
31210,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,0.0
32572,city_36,Male,Has relevent experience,Part time course,Graduate,No Major,9,10/49,Pvt Ltd,0.0
11349,city_1,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Pvt Ltd,0.0
22384,city_103,Male,Has relevent experience,Full time course,Graduate,STEM,1,<10,Early Stage Startup,0.0
2828,city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,5000-9999,Pvt Ltd,0.0
17093,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
5814,city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1.0
30851,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,1000-4999,Public Sector,0.0
12765,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,13,500-999,Pvt Ltd,0.0
20087,city_150,Male,Has relevent experience,no_enrollment,Masters,STEM,5,<10,Funded Startup,0.0
13258,city_76,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,0.0
1535,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,5000-9999,Pvt Ltd,0.0
18051,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
19056,city_81,Male,No relevent experience,no_enrollment,Graduate,STEM,6,10/49,NGO,0.0
7705,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,0.0
31734,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Early Stage Startup,0.0
22921,city_104,Male,Has relevent experience,no_enrollment,Masters,STEM,19,10/49,Pvt Ltd,0.0
32009,city_173,Male,Has relevent experience,Full time course,Graduate,STEM,7,10/49,Pvt Ltd,1.0
23845,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,0.0
2839,city_114,Male,Has relevent experience,Full time course,Masters,STEM,16,5000-9999,Public Sector,0.0
28761,city_160,Male,No relevent experience,Full time course,Graduate,STEM,10,10/49,Pvt Ltd,0.0
3099,city_23,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,0.0
3143,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Pvt Ltd,1.0
6148,city_16,Male,No relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1.0
23041,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,0.0
6852,city_116,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,0.0
24221,city_21,Male,No relevent experience,Full time course,Graduate,STEM,3,500-999,Pvt Ltd,1.0
11966,city_138,Male,Has relevent experience,no_enrollment,Masters,Humanities,2,100-500,Pvt Ltd,0.0
27315,city_158,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,NGO,0.0
18450,city_16,Male,Has relevent experience,Part time course,Graduate,STEM,4,500-999,Pvt Ltd,0.0
14711,city_158,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,0.0
12089,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Early Stage Startup,1.0
6960,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,5000-9999,Pvt Ltd,0.0
2991,city_23,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,0.0
13450,city_115,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
12575,city_102,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,0.0
3035,city_136,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,1.0
9400,city_128,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,<10,Pvt Ltd,0.0
3755,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,0.0
11961,city_123,Male,Has relevent experience,Full time course,Masters,STEM,7,1000-4999,Pvt Ltd,0.0
19957,city_173,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,0.0
11805,city_104,Male,No relevent experience,no_enrollment,Masters,Arts,5,50-99,Pvt Ltd,0.0
17054,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,0.0
121,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,0.0
33047,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
19760,city_93,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,0.0
15514,city_71,Male,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,0.0
12225,city_94,Male,Has relevent experience,no_enrollment,Masters,STEM,15,<10,Pvt Ltd,0.0
15830,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Early Stage Startup,0.0
9713,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1.0
14427,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1.0
11592,city_114,Male,No relevent experience,Full time course,Masters,STEM,14,50-99,NGO,0.0
15114,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,0.0
24814,city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Early Stage Startup,0.0
25997,city_103,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,10000+,Pvt Ltd,0.0
30841,city_19,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,0.0
12376,city_64,Male,Has relevent experience,no_enrollment,Graduate,No Major,5,50-99,Pvt Ltd,0.0
208,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1.0
26874,city_100,Male,No relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,0.0
18584,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1.0
22034,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Funded Startup,0.0
10956,city_94,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Early Stage Startup,0.0
25337,city_102,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,0.0
24868,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,0.0
28241,city_103,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,50-99,Funded Startup,0.0
15517,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,0.0
2647,city_176,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Pvt Ltd,0.0
6235,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
30945,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1.0
26520,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,0.0
19405,city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,1.0
24764,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,0.0
3687,city_103,Male,No relevent experience,Full time course,Graduate,Business Degree,2,100-500,Pvt Ltd,0.0
9898,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Funded Startup,0.0
24134,city_21,Male,Has relevent experience,Full time course,Masters,STEM,9,100-500,Pvt Ltd,0.0
27935,city_65,Male,No relevent experience,Full time course,Graduate,STEM,9,100-500,Pvt Ltd,0.0
28658,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,0.0
615,city_67,Male,Has relevent experience,Part time course,Graduate,STEM,4,<10,Pvt Ltd,0.0
10807,city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
1675,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,NGO,0.0
11107,city_90,Male,Has relevent experience,Part time course,Graduate,STEM,7,100-500,Pvt Ltd,0.0
11779,city_71,Male,No relevent experience,no_enrollment,Masters,STEM,11,5000-9999,Pvt Ltd,0.0
24002,city_149,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Funded Startup,0.0
20036,city_16,Male,Has relevent experience,no_enrollment,Graduate,Arts,7,50-99,Pvt Ltd,0.0
21977,city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,1.0
7201,city_103,Male,Has relevent experience,no_enrollment,Masters,Humanities,4,1000-4999,Pvt Ltd,0.0
15662,city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,0.0
15690,city_162,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,0.0
23323,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
25581,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,0.0
11257,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1.0
10888,city_97,Male,Has relevent experience,no_enrollment,Masters,Humanities,14,500-999,Public Sector,0.0
33170,city_50,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,0.0
11546,city_65,Male,Has relevent experience,Part time course,Graduate,STEM,6,10000+,Pvt Ltd,0.0
16958,city_65,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,0.0
6472,city_21,Male,Has relevent experience,Full time course,Masters,STEM,4,50-99,Pvt Ltd,1.0
8389,city_89,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,0.0
21767,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1.0
8552,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,NGO,0.0
580,city_71,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Public Sector,0.0
11306,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,1.0
352,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Pvt Ltd,0.0
19380,city_103,Male,Has relevent experience,Part time course,Graduate,STEM,>20,500-999,Public Sector,1.0
20701,city_71,Male,Has relevent experience,no_enrollment,Masters,STEM,7,<10,Early Stage Startup,0.0
33087,city_71,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,0.0
31499,city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,8,10/49,Early Stage Startup,0.0
28453,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,0.0
10205,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Funded Startup,0.0
23618,city_98,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Public Sector,0.0
20826,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,0.0
16027,city_103,Male,Has relevent experience,no_enrollment,Masters,Other,12,10000+,Pvt Ltd,0.0
29197,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,0.0
864,city_28,Male,Has relevent experience,Part time course,Graduate,STEM,12,100-500,Pvt Ltd,0.0
4673,city_10,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,0.0
31487,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,0.0
8769,city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,0.0
25733,city_160,Male,Has relevent experience,no_enrollment,Graduate,Humanities,15,10/49,Funded Startup,0.0
16453,city_114,Male,No relevent experience,Part time course,Masters,Business Degree,1,100-500,Funded Startup,0.0
24828,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Public Sector,0.0
2197,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10/49,Pvt Ltd,0.0
21419,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,0.0
5855,city_173,Male,Has relevent experience,no_enrollment,Masters,STEM,18,1000-4999,Pvt Ltd,0.0
26696,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,0.0
13401,city_65,Male,Has relevent experience,Part time course,Graduate,STEM,6,1000-4999,Pvt Ltd,0.0
17847,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,4,1000-4999,Pvt Ltd,0.0
22884,city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,0.0
12004,city_45,Male,No relevent experience,Part time course,Graduate,STEM,8,100-500,Funded Startup,0.0
31504,city_61,Male,Has relevent experience,Part time course,Graduate,STEM,10,100-500,NGO,1.0
27272,city_103,Male,Has relevent experience,Part time course,Graduate,STEM,6,50-99,NGO,0.0
2526,city_57,Male,Has relevent experience,no_enrollment,Masters,STEM,7,1000-4999,Pvt Ltd,0.0
21289,city_21,Male,Has relevent experience,no_enrollment,Graduate,No Major,5,10/49,Pvt Ltd,1.0
24623,city_57,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,0.0
10797,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
26659,city_65,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,0.0
6543,city_23,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,1000-4999,Pvt Ltd,0.0
29850,city_64,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,1.0
2844,city_105,Male,Has relevent experience,no_enrollment,Graduate,No Major,11,100-500,NGO,0.0
32008,city_71,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Funded Startup,0.0
29866,city_74,Male,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,1.0
8716,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,0.0
17443,city_136,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,0.0
6779,city_74,Male,Has relevent experience,Full time course,Graduate,STEM,6,10/49,Pvt Ltd,1.0
32175,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,0.0
10827,city_16,Male,No relevent experience,Part time course,Masters,STEM,4,<10,Early Stage Startup,0.0
31364,city_103,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,5000-9999,Pvt Ltd,0.0
6004,city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1.0
27320,city_100,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1.0
21757,city_21,Male,Has relevent experience,Full time course,Masters,STEM,2,100-500,Pvt Ltd,0.0
9030,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Funded Startup,1.0
26119,city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,0.0
19638,city_16,Male,Has relevent experience,no_enrollment,Graduate,Arts,9,<10,Pvt Ltd,1.0
21575,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,0.0
10841,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,0.0
13181,city_103,Male,No relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,0.0
689,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1.0
2886,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,0.0
16849,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,0.0
20850,city_160,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,0.0
26623,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Early Stage Startup,1.0
20524,city_50,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,0.0
480,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,0.0
31844,city_160,Male,Has relevent experience,Full time course,Graduate,STEM,3,1000-4999,Pvt Ltd,1.0
15848,city_150,Male,Has relevent experience,no_enrollment,Masters,STEM,4,50-99,NGO,0.0
32422,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Early Stage Startup,0.0
23939,city_114,Male,No relevent experience,Full time course,Graduate,STEM,7,10/49,Public Sector,0.0
11590,city_136,Male,No relevent experience,Part time course,Graduate,Arts,2,1000-4999,Pvt Ltd,0.0
5926,city_165,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,0.0
1309,city_160,Male,No relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,0.0
12762,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Early Stage Startup,0.0
10051,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Public Sector,0.0
27979,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
32901,city_90,Male,Has relevent experience,Full time course,Masters,STEM,18,50-99,Pvt Ltd,0.0
1562,city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,1.0
30704,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10/49,Other,0.0
23146,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,0.0
13198,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,0.0
5646,city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Early Stage Startup,0.0
26331,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1.0
4923,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1.0
25784,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,0.0
16949,city_103,Male,Has relevent experience,no_enrollment,Masters,Humanities,20,1000-4999,NGO,0.0
4366,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,0.0
15811,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,0.0
26869,city_70,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Early Stage Startup,1.0
30244,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,0.0
13638,city_102,Male,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,0.0
9660,city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,0.0
23377,city_90,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Public Sector,0.0
14107,city_28,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,0.0
1698,city_143,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1.0
29397,city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,NGO,0.0
27227,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,0.0
30335,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,<1,50-99,Early Stage Startup,1.0
8935,city_123,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,5000-9999,Pvt Ltd,0.0
32213,city_103,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,50-99,Pvt Ltd,0.0
12386,city_89,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,0.0
10738,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,NGO,0.0
21062,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,0.0
20557,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1.0
15042,city_128,Male,Has relevent experience,no_enrollment,Graduate,No Major,4,10000+,Pvt Ltd,1.0
2990,city_173,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1.0
30901,city_160,Male,Has relevent experience,no_enrollment,Graduate,Other,6,100-500,Pvt Ltd,0.0
11285,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,0.0
3994,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,NGO,0.0
16469,city_114,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
29406,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Early Stage Startup,0.0
10087,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,17,5000-9999,Pvt Ltd,0.0
15259,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10/49,Pvt Ltd,0.0
6905,city_28,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,0.0
28318,city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,0.0
13610,city_67,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,0.0
32109,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,NGO,0.0
